"customer_id","customer_name","segment","age","country","city","state","postal_code","region","first_name","last_name","order_line","order_id","order_date","ship_date","ship_mode","customer_id-2","product_id","sales","quantity","discount","profit","product_id-2","category","sub_category","product_name"
"KC-16675","Kimberly Carter","Corporate",31,"United States","Seattle","Washington","98105","West","Kimberly","Carter",3170,"CA-2016-138695","2016-05-28","2016-06-03","Standard Class","KC-16675","OFF-PA-10001667","62.192",13,"0.2","19.435","OFF-PA-10001667","Office Supplies","Paper","Great White Multi-Use Recycled Paper (20Lb. and 84 Bright)"
"PK-19075","Pete Kriz","Consumer",46,"United States","Madison","Wisconsin","53711","Central","Pete","Kriz",3171,"CA-2017-107461","2017-12-21","2017-12-26","Second Class","PK-19075","OFF-BI-10002003","23.88",6,"0","11.2236","OFF-BI-10002003","Office Supplies","Binders","Ibico Presentation Index for Binding Systems"
"KT-16465","Kean Takahito","Consumer",24,"United States","Los Angeles","California","90049","West","Kean","Takahito",3172,"US-2016-133879","2016-03-21","2016-03-28","Standard Class","KT-16465","OFF-BI-10004465","3.168",2,"0.8","-4.752","OFF-BI-10004465","Office Supplies","Binders","Avery Durable Slant Ring Binders"
"KT-16465","Kean Takahito","Consumer",24,"United States","Los Angeles","California","90049","West","Kean","Takahito",3173,"US-2016-133879","2016-03-21","2016-03-28","Standard Class","KT-16465","FUR-CH-10000665","528.43",5,"0.3","0","FUR-CH-10000665","Furniture","Chairs","Global Airflow Leather Mesh Back Chair  Black"
"KT-16465","Kean Takahito","Consumer",24,"United States","Los Angeles","California","90049","West","Kean","Takahito",3174,"US-2016-133879","2016-03-21","2016-03-28","Standard Class","KT-16465","OFF-AR-10004956","13.392",3,"0.2","1.5066","OFF-AR-10004956","Office Supplies","Art","Newell 33"
"EP-13915","Emily Phan","Consumer",38,"United States","Chicago","Illinois","60653","Central","Emily","Phan",3175,"CA-2017-157483","2017-11-11","2017-11-18","Standard Class","EP-13915","OFF-AR-10004260","181.86",7,"0","50.9208","OFF-AR-10004260","Office Supplies","Art","Boston 1799 Powerhouse Electric Pencil Sharpener"
"AP-10915","Arthur Prichep","Consumer",61,"United States","Palm Coast","Florida","32137","South","Arthur","Prichep",3176,"US-2017-132059","2017-09-23","2017-09-29","Standard Class","AP-10915","FUR-BO-10001811","180.588",2,"0.7","-240.784","FUR-BO-10001811","Furniture","Bookcases","Atlantic Metals Mobile 5-Shelf Bookcases  Custom Colors"
"AP-10915","Arthur Prichep","Consumer",61,"United States","Palm Coast","Florida","32137","South","Arthur","Prichep",3177,"US-2017-132059","2017-09-23","2017-09-29","Standard Class","AP-10915","TEC-AC-10003280","47.984",2,"0.2","0.5998","TEC-AC-10003280","Technology","Accessories","Belkin F8E887 USB Wired Ergonomic Keyboard"
"SH-20395","Shahid Hopkins","Consumer",66,"United States","Arlington","Virginia","22204","South","Shahid","Hopkins",3178,"CA-2017-122280","2017-09-10","2017-09-10","Same Day","SH-20395","OFF-PA-10004911","18.76",2,"0","9.0048","OFF-PA-10004911","Office Supplies","Paper","Rediform S.O.S. 1-Up Phone Message Bk  4-1/4x3-1/16 Bk  1 Form/Pg  40 Messages/Bk  3/Pk"
"SM-20950","Suzanne McNair","Corporate",54,"United States","Greenville","North Carolina","27834","South","Suzanne","McNair",3179,"CA-2017-105235","2017-12-05","2017-12-11","Standard Class","SM-20950","FUR-FU-10001487","20.94",3,"0","6.0726","FUR-FU-10001487","Furniture","Furnishings","Eldon Expressions Wood and Plastic Desk Accessories  Cherry Wood"
"SM-20950","Suzanne McNair","Corporate",54,"United States","Greenville","North Carolina","27834","South","Suzanne","McNair",3180,"CA-2017-105235","2017-12-05","2017-12-11","Standard Class","SM-20950","FUR-FU-10000521","58.68",2,"0","18.1908","FUR-FU-10000521","Furniture","Furnishings","Seth Thomas 14 Putty-Colored Wall Clock"
"SM-20950","Suzanne McNair","Corporate",54,"United States","Greenville","North Carolina","27834","South","Suzanne","McNair",3181,"CA-2017-105235","2017-12-05","2017-12-11","Standard Class","SM-20950","OFF-AP-10001271","254.9",5,"0","68.823","OFF-AP-10001271","Office Supplies","Appliances","Eureka The Boss Cordless Rechargeable Stick Vac"
"BM-11650","Brian Moss","Corporate",48,"United States","New York City","New York","10035","East","Brian","Moss",3182,"CA-2017-152912","2017-11-09","2017-11-12","Second Class","BM-11650","OFF-BI-10004728","9.64",2,"0","4.4344","OFF-BI-10004728","Office Supplies","Binders","Wilson Jones Turn Tabs Binder Tool for Ring Binders"
"BM-11650","Brian Moss","Corporate",48,"United States","New York City","New York","10035","East","Brian","Moss",3183,"CA-2017-152912","2017-11-09","2017-11-12","Second Class","BM-11650","TEC-AC-10004666","826.62",3,"0","355.4466","TEC-AC-10004666","Technology","Accessories","Maxell iVDR EX 500GB Cartridge"
"BM-11650","Brian Moss","Corporate",48,"United States","New York City","New York","10035","East","Brian","Moss",3184,"CA-2017-152912","2017-11-09","2017-11-12","Second Class","BM-11650","OFF-ST-10003208","1633.14",9,"0","473.6106","OFF-ST-10003208","Office Supplies","Storage","Adjustable Depth Letter/Legal Cart"
"BM-11650","Brian Moss","Corporate",48,"United States","New York City","New York","10035","East","Brian","Moss",3185,"CA-2017-152912","2017-11-09","2017-11-12","Second Class","BM-11650","OFF-ST-10003208","544.38",3,"0","157.8702","OFF-ST-10003208","Office Supplies","Storage","Adjustable Depth Letter/Legal Cart"
"TC-20980","Tamara Chand","Corporate",29,"United States","Seattle","Washington","98105","West","Tamara","Chand",3186,"CA-2014-123498","2014-11-07","2014-11-09","First Class","TC-20980","OFF-BI-10000632","26.046",3,"0.8","-44.2782","OFF-BI-10000632","Office Supplies","Binders","Satellite Sectional Post Binders"
"TC-20980","Tamara Chand","Corporate",29,"United States","Seattle","Washington","98105","West","Tamara","Chand",3187,"CA-2014-123498","2014-11-07","2014-11-09","First Class","TC-20980","OFF-EN-10004773","74.352",3,"0.2","26.9526","OFF-EN-10004773","Office Supplies","Envelopes","Staple envelope"
"KB-16585","Ken Black","Corporate",67,"United States","Fremont","Nebraska","68025","Central","Ken","Black",3188,"CA-2017-159352","2017-03-12","2017-03-17","Standard Class","KB-16585","TEC-PH-10004700","69.93",7,"0","32.1678","TEC-PH-10004700","Technology","Phones","PowerGen Dual USB Car Charger"
"JE-16165","Justin Ellison","Corporate",49,"United States","Franklin","Wisconsin","53132","Central","Justin","Ellison",3189,"US-2017-146416","2017-10-20","2017-10-22","Second Class","JE-16165","OFF-LA-10003714","3.75",1,"0","1.8","OFF-LA-10003714","Office Supplies","Labels","Avery 510"
"JE-16165","Justin Ellison","Corporate",49,"United States","Franklin","Wisconsin","53132","Central","Justin","Ellison",3190,"US-2017-146416","2017-10-20","2017-10-22","Second Class","JE-16165","OFF-BI-10001787","20.928",4,"0.2","7.5864","OFF-BI-10001787","Office Supplies","Binders","Wilson Jones Four-Pocket Poly Binders"
"DR-12940","Daniel Raglin","Home Office",65,"United States","Franklin","Massachusetts","2038","East","Daniel","Raglin",3191,"US-2015-163783","2015-12-27","2016-01-01","Standard Class","DR-12940","OFF-ST-10002957","12.672",3,"0.2","-3.168","OFF-ST-10002957","Office Supplies","Storage","Sterilite Show Offs Storage Containers"
"RW-19630","Rob Williams","Corporate",23,"United States","Dallas","Texas","75220","Central","Rob","Williams",3192,"CA-2017-123981","2017-10-02","2017-10-08","Standard Class","RW-19630","TEC-PH-10002115","65.99",1,"0","17.1574","TEC-PH-10002115","Technology","Phones","Plantronics 81402"
"ML-18040","Michelle Lonsdale","Corporate",22,"United States","Albuquerque","New Mexico","87105","West","Michelle","Lonsdale",3193,"CA-2017-158953","2017-06-04","2017-06-08","Standard Class","ML-18040","OFF-BI-10002557","6.37",7,"0.8","-9.555","OFF-BI-10002557","Office Supplies","Binders","Presstex Flexible Ring Binders"
"JL-15130","Jack Lebron","Consumer",63,"United States","Houston","Texas","77036","Central","Jack","Lebron",3194,"CA-2014-165428","2014-09-01","2014-09-04","First Class","JL-15130","OFF-BI-10002949","3.648",3,"0.8","-6.0192","OFF-BI-10002949","Office Supplies","Binders","Prestige Round Ring Binders"
"JL-15130","Jack Lebron","Consumer",63,"United States","Houston","Texas","77036","Central","Jack","Lebron",3195,"CA-2014-165428","2014-09-01","2014-09-04","First Class","JL-15130","OFF-PA-10004100","31.104",6,"0.2","10.8864","OFF-PA-10004100","Office Supplies","Paper","Xerox 216"
"CM-12655","Corinna Mitchell","Home Office",33,"United States","Los Angeles","California","90008","West","Corinna","Mitchell",3196,"CA-2016-169026","2016-08-08","2016-08-13","Standard Class","CM-12655","OFF-FA-10001883","23.34",3,"0","0.2334","OFF-FA-10001883","Office Supplies","Fasteners","Alliance Super-Size Bands  Assorted Sizes"
"FH-14365","Fred Hopkins","Corporate",49,"United States","Philadelphia","Pennsylvania","19120","East","Fred","Hopkins",3197,"CA-2017-109750","2017-07-22","2017-07-28","Standard Class","FH-14365","TEC-PH-10000702","29.97",3,"0","14.0859","TEC-PH-10000702","Technology","Phones","Square Credit Card Reader  4 1/2 x 4 1/2 x 1  White"
"EH-13945","Eric Hoffmann","Consumer",21,"United States","Los Angeles","California","90049","West","Eric","Hoffmann",3198,"CA-2015-149384","2015-07-10","2015-07-10","Same Day","EH-13945","OFF-BI-10003196","3.366",3,"0.7","-2.244","OFF-BI-10003196","Office Supplies","Binders","Accohide Poly Flexible Ring Binders"
"TB-21280","Toby Braunhardt","Consumer",24,"United States","Washington","District of Columbia","20016","East","Toby","Braunhardt",3199,"CA-2014-131527","2014-12-01","2014-12-07","Standard Class","TB-21280","TEC-PH-10001644","95.968",4,"0.2","9.5968","TEC-PH-10001644","Technology","Phones","BlueLounge Milo Smartphone Stand  White/Metallic"
"AH-10030","Aaron Hawkins","Corporate",60,"United States","Philadelphia","Pennsylvania","19134","East","Aaron","Hawkins",3200,"CA-2017-164000","2017-12-18","2017-12-22","Standard Class","AH-10030","OFF-AR-10003183","18.704",7,"0.2","2.338","OFF-AR-10003183","Office Supplies","Art","Avery Fluorescent Highlighter Four-Color Set"
"TT-21070","Ted Trevino","Consumer",67,"United States","Los Angeles","California","90045","West","Ted","Trevino",3201,"CA-2014-164224","2014-05-18","2014-05-20","Second Class","TT-21070","FUR-FU-10000308","149.232",3,"0.2","3.7308","FUR-FU-10000308","Furniture","Furnishings","Deflect-o Glass Clear Studded Chair Mats"
"TT-21070","Ted Trevino","Consumer",67,"United States","Los Angeles","California","90045","West","Ted","Trevino",3202,"CA-2014-164224","2014-05-18","2014-05-20","Second Class","TT-21070","OFF-PA-10001526","15.936",4,"0.2","5.7768","OFF-PA-10001526","Office Supplies","Paper","Xerox 1949"
"RD-19900","Ruben Dartt","Consumer",26,"United States","Carlsbad","New Mexico","88220","West","Ruben","Dartt",3203,"CA-2014-158372","2014-11-10","2014-11-16","Standard Class","RD-19900","TEC-PH-10002103","601.536",8,"0.2","60.1536","TEC-PH-10002103","Technology","Phones","Jabra SPEAK 410"
"RD-19900","Ruben Dartt","Consumer",26,"United States","Carlsbad","New Mexico","88220","West","Ruben","Dartt",3204,"CA-2014-158372","2014-11-10","2014-11-16","Standard Class","RD-19900","TEC-AC-10004209","10.99",1,"0","4.2861","TEC-AC-10004209","Technology","Accessories","Memorex Froggy Flash Drive 4 GB"
"RD-19900","Ruben Dartt","Consumer",26,"United States","Carlsbad","New Mexico","88220","West","Ruben","Dartt",3205,"CA-2014-158372","2014-11-10","2014-11-16","Standard Class","RD-19900","FUR-FU-10000397","39.88",2,"0","11.1664","FUR-FU-10000397","Furniture","Furnishings","Luxo Economy Swing Arm Lamp"
"RD-19900","Ruben Dartt","Consumer",26,"United States","Carlsbad","New Mexico","88220","West","Ruben","Dartt",3206,"CA-2014-158372","2014-11-10","2014-11-16","Standard Class","RD-19900","OFF-PA-10002137","62.24",8,"0","28.008","OFF-PA-10002137","Office Supplies","Paper","Southworth 100% Résumé Paper  24lb."
"RD-19900","Ruben Dartt","Consumer",26,"United States","Carlsbad","New Mexico","88220","West","Ruben","Dartt",3207,"CA-2014-158372","2014-11-10","2014-11-16","Standard Class","RD-19900","FUR-FU-10001867","53.2",5,"0","14.896","FUR-FU-10001867","Furniture","Furnishings","Eldon Expressions Punched Metal & Wood Desk Accessories  Pewter & Cherry"
"RD-19900","Ruben Dartt","Consumer",26,"United States","Carlsbad","New Mexico","88220","West","Ruben","Dartt",3208,"CA-2014-158372","2014-11-10","2014-11-16","Standard Class","RD-19900","OFF-LA-10000407","39.84",8,"0","18.3264","OFF-LA-10000407","Office Supplies","Labels","Avery White Multi-Purpose Labels"
"LA-16780","Laura Armstrong","Corporate",59,"United States","Taylor","Michigan","48180","Central","Laura","Armstrong",3209,"CA-2016-108882","2016-01-09","2016-01-15","Standard Class","LA-16780","TEC-AC-10000420","349.95",5,"0","118.983","TEC-AC-10000420","Technology","Accessories","Logitech G500s Laser Gaming Mouse with Adjustable Weight Tuning"
"LA-16780","Laura Armstrong","Corporate",59,"United States","Taylor","Michigan","48180","Central","Laura","Armstrong",3210,"CA-2016-108882","2016-01-09","2016-01-15","Standard Class","LA-16780","TEC-PH-10002726","377.928",9,"0.2","141.723","TEC-PH-10002726","Technology","Phones","netTALK DUO VoIP Telephone Service"
"SH-19975","Sally Hughsby","Corporate",60,"United States","San Francisco","California","94122","West","Sally","Hughsby",3211,"US-2017-108245","2017-09-22","2017-09-27","Standard Class","SH-19975","OFF-EN-10001415","13.392",3,"0.2","5.022","OFF-EN-10001415","Office Supplies","Envelopes","Staple envelope"
"SH-19975","Sally Hughsby","Corporate",60,"United States","San Francisco","California","94122","West","Sally","Hughsby",3212,"US-2017-108245","2017-09-22","2017-09-27","Standard Class","SH-19975","OFF-BI-10000773","11.228",7,"0.8","-18.5262","OFF-BI-10000773","Office Supplies","Binders","Insertable Tab Post Binder Dividers"
"SF-20200","Sarah Foster","Consumer",38,"United States","Marysville","Washington","98270","West","Sarah","Foster",3213,"CA-2014-142314","2014-12-23","2014-12-28","Standard Class","SF-20200","OFF-AP-10002350","207.24",11,"0","58.0272","OFF-AP-10002350","Office Supplies","Appliances","Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector"
"TH-21235","Tiffany House","Corporate",28,"United States","Dallas","Texas","75081","Central","Tiffany","House",3214,"CA-2016-132409","2016-05-26","2016-06-01","Standard Class","TH-21235","OFF-AR-10001919","1.504",1,"0.2","0.1692","OFF-AR-10001919","Office Supplies","Art","OIC #2 Pencils  Medium Soft"
"TH-21235","Tiffany House","Corporate",28,"United States","Dallas","Texas","75081","Central","Tiffany","House",3215,"CA-2016-132409","2016-05-26","2016-06-01","Standard Class","TH-21235","OFF-AP-10002082","34.848",2,"0.2","6.534","OFF-AP-10002082","Office Supplies","Appliances","Holmes HEPA Air Purifier"
"VG-21790","Vivek Gonzalez","Consumer",44,"United States","San Diego","California","92037","West","Vivek","Gonzalez",3216,"CA-2017-150189","2017-07-08","2017-07-10","First Class","VG-21790","OFF-LA-10002762","75.18",6,"0","35.3346","OFF-LA-10002762","Office Supplies","Labels","Avery 485"
"NP-18325","Naresj Patel","Consumer",70,"United States","Waynesboro","Virginia","22980","South","Naresj","Patel",3217,"CA-2014-114433","2014-05-13","2014-05-17","Standard Class","NP-18325","TEC-AC-10002800","149.97",3,"0","52.4895","TEC-AC-10002800","Technology","Accessories","Plantronics Audio 478 Stereo USB Headset"
"FH-14275","Frank Hawley","Corporate",26,"United States","La Porte","Indiana","46350","Central","Frank","Hawley",3218,"CA-2017-104640","2017-11-10","2017-11-16","Standard Class","FH-14275","OFF-BI-10003925","931.176",3,"0.2","314.2719","OFF-BI-10003925","Office Supplies","Binders","Fellowes PB300 Plastic Comb Binding Machine"
"FH-14275","Frank Hawley","Corporate",26,"United States","La Porte","Indiana","46350","Central","Frank","Hawley",3219,"CA-2017-104640","2017-11-10","2017-11-16","Standard Class","FH-14275","TEC-PH-10002200","430.88",2,"0","124.9552","TEC-PH-10002200","Technology","Phones","Samsung Galaxy Note 2"
"JP-15460","Jennifer Patt","Corporate",69,"United States","Oceanside","New York","11572","East","Jennifer","Patt",3220,"US-2015-137008","2015-10-02","2015-10-08","Standard Class","JP-15460","OFF-PA-10001295","94.85",5,"0","45.528","OFF-PA-10001295","Office Supplies","Paper","Computer Printout Paper with Letter-Trim Perforations"
"JP-15460","Jennifer Patt","Corporate",69,"United States","Oceanside","New York","11572","East","Jennifer","Patt",3221,"US-2015-137008","2015-10-02","2015-10-08","Standard Class","JP-15460","OFF-EN-10002500","51.12",4,"0","23.004","OFF-EN-10002500","Office Supplies","Envelopes","Globe Weis Peel & Seel First Class Envelopes"
"JP-15460","Jennifer Patt","Corporate",69,"United States","Oceanside","New York","11572","East","Jennifer","Patt",3222,"US-2015-137008","2015-10-02","2015-10-08","Standard Class","JP-15460","TEC-AC-10000892","90",1,"0","32.4","TEC-AC-10000892","Technology","Accessories","NETGEAR N750 Dual Band Wi-Fi Gigabit Router"
"ES-14080","Erin Smith","Corporate",20,"United States","Melbourne","Florida","32935","South","Erin","Smith",3223,"CA-2014-108189","2014-10-02","2014-10-05","First Class","ES-14080","OFF-PA-10001838","9.408",2,"0.2","3.4104","OFF-PA-10001838","Office Supplies","Paper","Adams Telephone Message Book W/Dividers/Space For Phone Numbers  5 1/4X8 1/2  300/Messages"
"ES-14080","Erin Smith","Corporate",20,"United States","Melbourne","Florida","32935","South","Erin","Smith",3224,"CA-2014-108189","2014-10-02","2014-10-05","First Class","ES-14080","OFF-FA-10000735","4.672",2,"0.2","1.46","OFF-FA-10000735","Office Supplies","Fasteners","Staples"
"ES-14080","Erin Smith","Corporate",20,"United States","Melbourne","Florida","32935","South","Erin","Smith",3225,"CA-2014-108189","2014-10-02","2014-10-05","First Class","ES-14080","TEC-PH-10001760","318.4",2,"0.2","107.46","TEC-PH-10001760","Technology","Phones","Bose SoundLink Bluetooth Speaker"
"ES-14080","Erin Smith","Corporate",20,"United States","Melbourne","Florida","32935","South","Erin","Smith",3226,"CA-2014-108189","2014-10-02","2014-10-05","First Class","ES-14080","OFF-EN-10004846","12.768",6,"0.2","4.6284","OFF-EN-10004846","Office Supplies","Envelopes","Letter or Legal Size Expandable Poly String Tie Envelopes"
"ES-14080","Erin Smith","Corporate",20,"United States","Melbourne","Florida","32935","South","Erin","Smith",3227,"CA-2014-108189","2014-10-02","2014-10-05","First Class","ES-14080","OFF-SU-10003567","15.36",2,"0.2","-3.264","OFF-SU-10003567","Office Supplies","Supplies","Stiletto Hand Letter Openers"
"ES-14080","Erin Smith","Corporate",20,"United States","Melbourne","Florida","32935","South","Erin","Smith",3228,"CA-2014-108189","2014-10-02","2014-10-05","First Class","ES-14080","TEC-PH-10001557","230.376",3,"0.2","20.1579","TEC-PH-10001557","Technology","Phones","Pyle PMP37LED"
"ES-14080","Erin Smith","Corporate",20,"United States","Melbourne","Florida","32935","South","Erin","Smith",3229,"CA-2014-108189","2014-10-02","2014-10-05","First Class","ES-14080","TEC-AC-10003038","7.16",1,"0.2","-0.0895","TEC-AC-10003038","Technology","Accessories","Kingston Digital DataTraveler 16GB USB 2.0"
"KL-16645","Ken Lonsdale","Consumer",43,"United States","Chicago","Illinois","60610","Central","Ken","Lonsdale",3230,"CA-2014-154641","2014-08-11","2014-08-16","Standard Class","KL-16645","OFF-ST-10004459","375.34",1,"0","18.767","OFF-ST-10004459","Office Supplies","Storage","Tennsco Single-Tier Lockers"
"BN-11515","Bradley Nguyen","Consumer",63,"United States","Los Angeles","California","90049","West","Bradley","Nguyen",3231,"CA-2017-131625","2017-09-01","2017-09-05","Second Class","BN-11515","FUR-FU-10004960","114.9",5,"0","39.066","FUR-FU-10004960","Furniture","Furnishings","Seth Thomas 12 Clock w/ Goldtone Case"
"ND-18370","Natalie DeCherney","Consumer",41,"United States","Louisville","Kentucky","40214","South","Natalie","DeCherney",3232,"US-2017-156356","2017-04-16","2017-04-22","Standard Class","ND-18370","OFF-BI-10000632","26.046",3,"0.8","-44.2782","OFF-BI-10000632","Office Supplies","Binders","Satellite Sectional Post Binders"
"ND-18370","Natalie DeCherney","Consumer",41,"United States","Louisville","Kentucky","40214","South","Natalie","DeCherney",3233,"US-2017-156356","2017-04-16","2017-04-22","Standard Class","ND-18370","OFF-BI-10001107","2.896",1,"0.8","-4.7784","OFF-BI-10001107","Office Supplies","Binders","GBC White Gloss Covers  Plain Front"
"ND-18370","Natalie DeCherney","Consumer",41,"United States","Louisville","Kentucky","40214","South","Natalie","DeCherney",3234,"US-2017-156356","2017-04-16","2017-04-22","Standard Class","ND-18370","OFF-ST-10002301","32.544",2,"0.2","-7.7292","OFF-ST-10002301","Office Supplies","Storage","Tennsco Commercial Shelving"
"JL-15130","Jack Lebron","Consumer",63,"United States","Houston","Texas","77036","Central","Jack","Lebron",3235,"CA-2016-138933","2016-04-24","2016-04-27","First Class","JL-15130","OFF-BI-10003355","3.984",1,"0.2","1.3944","OFF-BI-10003355","Office Supplies","Binders","Cardinal Holdit Business Card Pockets"
"RC-19825","Roy Collins","Consumer",54,"United States","Chicago","Illinois","60610","Central","Roy","Collins",3236,"CA-2016-140746","2016-01-15","2016-01-15","Same Day","RC-19825","FUR-TA-10002903","181.797",1,"0.3","-15.5826","FUR-TA-10002903","Furniture","Tables","Bevis Round Bullnose 29 High Table Top"
"CC-12475","Cindy Chapman","Consumer",48,"United States","New York City","New York","10024","East","Cindy","Chapman",3237,"CA-2016-146836","2016-05-02","2016-05-02","Same Day","CC-12475","OFF-ST-10001580","44.94",3,"0","12.5832","OFF-ST-10001580","Office Supplies","Storage","Super Decoflex Portable Personal File"
"CC-12475","Cindy Chapman","Consumer",48,"United States","New York City","New York","10024","East","Cindy","Chapman",3238,"CA-2016-146836","2016-05-02","2016-05-02","Same Day","CC-12475","OFF-BI-10000315","45.576",3,"0.2","15.9516","OFF-BI-10000315","Office Supplies","Binders","Poly Designer Cover & Back"
"DW-13195","David Wiener","Corporate",55,"United States","Houston","Texas","77095","Central","David","Wiener",3239,"US-2016-127971","2016-11-20","2016-11-27","Standard Class","DW-13195","FUR-CH-10003774","318.43",5,"0.3","-77.333","FUR-CH-10003774","Furniture","Chairs","Global Wood Trimmed Managers Task Chair  Khaki"
"DW-13195","David Wiener","Corporate",55,"United States","Houston","Texas","77095","Central","David","Wiener",3240,"US-2016-127971","2016-11-20","2016-11-27","Standard Class","DW-13195","TEC-PH-10003095","122.92",7,"0.2","46.095","TEC-PH-10003095","Technology","Phones","Samsung HM1900 Bluetooth Headset"
"DW-13195","David Wiener","Corporate",55,"United States","Houston","Texas","77095","Central","David","Wiener",3241,"US-2016-127971","2016-11-20","2016-11-27","Standard Class","DW-13195","FUR-FU-10000023","7.068",3,"0.6","-2.8272","FUR-FU-10000023","Furniture","Furnishings","Eldon Wave Desk Accessories"
"CK-12760","Cyma Kinney","Corporate",18,"United States","Linden","New Jersey","7036","East","Cyma","Kinney",3242,"US-2016-140809","2016-02-01","2016-02-03","First Class","CK-12760","OFF-ST-10002214","56.45",5,"0","14.677","OFF-ST-10002214","Office Supplies","Storage","X-Rack File for Hanging Folders"
"EG-13900","Emily Grady","Consumer",60,"United States","Oceanside","New York","11572","East","Emily","Grady",3243,"CA-2017-114524","2017-03-31","2017-04-05","Second Class","EG-13900","OFF-BI-10002799","13.468",13,"0.8","-22.8956","OFF-BI-10002799","Office Supplies","Binders","SlimView Poly Binder  3/8"
"SJ-20215","Sarah Jordon","Consumer",50,"United States","Grand Prairie","Texas","75051","Central","Sarah","Jordon",3244,"CA-2017-113355","2017-12-01","2017-12-05","Standard Class","SJ-20215","TEC-PH-10004912","219.8",5,"0.2","24.7275","TEC-PH-10004912","Technology","Phones","Cisco SPA112 2 Port Phone Adapter"
"SJ-20215","Sarah Jordon","Consumer",50,"United States","Grand Prairie","Texas","75051","Central","Sarah","Jordon",3245,"CA-2017-113355","2017-12-01","2017-12-05","Standard Class","SJ-20215","FUR-CH-10002602","317.058",3,"0.3","-18.1176","FUR-CH-10002602","Furniture","Chairs","DMI Arturo Collection Mission-style Design Wood Chair"
"BP-11185","Ben Peterman","Corporate",48,"United States","Arvada","Colorado","80004","West","Ben","Peterman",3246,"US-2017-140907","2017-12-10","2017-12-12","Second Class","BP-11185","TEC-AC-10004510","49.08",3,"0","4.908","TEC-AC-10004510","Technology","Accessories","Logitech Desktop MK120 Mouse and keyboard Combo"
"BP-11185","Ben Peterman","Corporate",48,"United States","Arvada","Colorado","80004","West","Ben","Peterman",3247,"US-2017-140907","2017-12-10","2017-12-12","Second Class","BP-11185","OFF-ST-10000060","324.9",5,"0","38.988","OFF-ST-10000060","Office Supplies","Storage","Fellowes Bankers Box Staxonsteel Drawer File/Stacking System"
"BP-11185","Ben Peterman","Corporate",48,"United States","Arvada","Colorado","80004","West","Ben","Peterman",3248,"US-2017-140907","2017-12-10","2017-12-12","Second Class","BP-11185","OFF-AR-10000799","18.24",3,"0","5.2896","OFF-AR-10000799","Office Supplies","Art","Col-Erase Pencils with Erasers"
"SJ-20125","Sanjit Jacobs","Home Office",38,"United States","New Brunswick","New Jersey","8901","East","Sanjit","Jacobs",3249,"CA-2016-159730","2016-09-17","2016-09-21","Standard Class","SJ-20125","FUR-CH-10004875","113.888",2,"0.2","9.9652","FUR-CH-10004875","Furniture","Chairs","Harbour Creations 67200 Series Stacking Chairs"
"SJ-20125","Sanjit Jacobs","Home Office",38,"United States","New Brunswick","New Jersey","8901","East","Sanjit","Jacobs",3250,"CA-2016-159730","2016-09-17","2016-09-21","Standard Class","SJ-20125","TEC-PH-10002085","105.584",2,"0.2","7.9188","TEC-PH-10002085","Technology","Phones","Clarity 53712"
"MC-17590","Matt Collister","Corporate",36,"United States","Perth Amboy","New Jersey","8861","East","Matt","Collister",3251,"CA-2016-157868","2016-12-23","2016-12-29","Standard Class","MC-17590","OFF-FA-10000992","24.85",7,"0","11.6795","OFF-FA-10000992","Office Supplies","Fasteners","Acco Clips to Go Binder Clips  24 Clips in Two Sizes"
"BG-11740","Bruce Geld","Consumer",39,"United States","Philadelphia","Pennsylvania","19120","East","Bruce","Geld",3252,"CA-2017-119389","2017-04-17","2017-04-19","First Class","BG-11740","FUR-FU-10001473","60.312",3,"0.2","5.2773","FUR-FU-10001473","Furniture","Furnishings","DAX Wood Document Frame"
"MA-17560","Matt Abelman","Home Office",19,"United States","Houston","Texas","77095","Central","Matt","Abelman",3253,"CA-2017-110373","2017-10-27","2017-10-30","Second Class","MA-17560","OFF-AR-10003045","7.056",3,"0.2","2.205","OFF-AR-10003045","Office Supplies","Art","Prang Colored Pencils"
"MA-17560","Matt Abelman","Home Office",19,"United States","Houston","Texas","77095","Central","Matt","Abelman",3254,"CA-2017-110373","2017-10-27","2017-10-30","Second Class","MA-17560","TEC-PH-10001536","27.184",2,"0.2","2.0388","TEC-PH-10001536","Technology","Phones","Spigen Samsung Galaxy S5 Case Wallet"
"CC-12220","Chris Cortes","Consumer",18,"United States","La Porte","Indiana","46350","Central","Chris","Cortes",3255,"CA-2016-155474","2016-07-08","2016-07-14","Standard Class","CC-12220","TEC-PH-10001580","107.984",1,"0.2","9.4486","TEC-PH-10001580","Technology","Phones","Logitech Mobile Speakerphone P710e - speaker phone"
"CC-12220","Chris Cortes","Consumer",18,"United States","La Porte","Indiana","46350","Central","Chris","Cortes",3256,"CA-2016-155474","2016-07-08","2016-07-14","Standard Class","CC-12220","OFF-BI-10004209","19.296",3,"0.2","6.03","OFF-BI-10004209","Office Supplies","Binders","Fellowes Twister Kit  Gray/Clear  3/pkg"
"RA-19885","Ruben Ausman","Corporate1",51,"United States","Los Angeles","California","90049","West","Ruben","Ausman",3257,"CA-2015-155453","2015-08-09","2015-08-14","Standard Class","RA-19885","OFF-LA-10001613","4.608",2,"0.2","1.6704","OFF-LA-10001613","Office Supplies","Labels","Avery File Folder Labels"
